transaction_id,customer_id,customer_name,age,gender,city,product_category,product_id,product_name,quantity,unit_price,total_price,discount_percent,final_amount,delivery_charge,payment_method,order_date,delivery_days,order_status,return_delivery_charge,order_source,sales_channel,rating,complaint_raised,month,month_name,year
TXN-10270,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-101,boAt Earphones,4,1175.37,4701.48,30,3291.04,0,Wallet,2023-04-20,4,Delivered,0,App,App,4.0,No,4,April,2023
TXN-12500,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-105,Noise Smartwatch,4,2979.85,11919.4,15,10131.49,0,COD,2023-04-28,7,Delivered,0,App,App,,Yes,4,April,2023
TXN-13480,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-103,MI Power Bank,1,1467.57,1467.57,20,1174.06,0,COD,2023-04-28,5,Delivered,0,App,App,4.1,No,4,April,2023
TXN-06735,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Fashion,PRD-201,Cotton Kurta,1,605.87,605.87,30,424.11,49,COD,2023-05-03,5,Delivered,0,App,App,3.6,No,5,May,2023
TXN-08904,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-103,MI Power Bank,1,1281.44,1281.44,0,1281.44,0,Debit Card,2023-05-04,7,Delivered,0,Mobile Web,Mobile Web,3.6,No,5,May,2023
TXN-17052,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-405,Cosco Badminton Set,3,731.12,2193.36,0,2193.36,0,UPI,2023-05-09,5,Delivered,0,Website,Website,4.6,No,5,May,2023
TXN-14352,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Fashion,PRD-202,Silk Saree,2,2710.07,5420.14,10,4878.13,0,Credit Card,2023-05-17,7,Delivered,0,Website,Website,2.3,No,5,May,2023
TXN-13760,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-103,MI Power Bank,1,1132.56,1132.56,10,1019.3,0,Debit Card,2023-05-27,5,Cancelled,0,Google Search,Website,,No,5,May,2023
TXN-19811,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Fashion,PRD-207,Sports Shoes,1,1737.46,1737.46,5,1650.59,0,Credit Card,2023-06-04,5,Delivered,0,App,App,3.9,No,6,June,2023
TXN-10921,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-105,Noise Smartwatch,2,2328.75,4657.5,10,4191.75,0,UPI,2023-06-09,7,Delivered,0,Instagram Ad,App,2.3,Yes,6,June,2023
TXN-20650,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-105,Noise Smartwatch,2,2328.75,4657.5,10,4191.75,0,UPI,2023-06-09,7,Delivered,0,Instagram Ad,App,2.3,Yes,6,June,2023
TXN-13050,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-103,MI Power Bank,3,1162.67,3488.01,25,2616.01,0,COD,2023-06-14,4,Delivered,0,App,App,3.5,Yes,6,June,2023
TXN-01321,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-102,Realme Charger,1,429.23,429.23,5,407.77,49,COD,2023-06-22,7,Cancelled,0,App,App,,No,6,June,2023
TXN-08957,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-401,Kobo Yoga Mat,1,661.53,661.53,10,595.38,49,UPI,2023-06-24,6,Delivered,0,App,App,3.9,No,6,June,2023
TXN-04885,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Beauty,PRD-302,Himalaya Face Wash,1,191.95,191.95,5,182.35,49,UPI,2023-06-27,3,Delivered,0,Friend Referral,App,3.4,No,6,June,2023
TXN-13349,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Fashion,PRD-201,Cotton Kurta,2,799.17,1598.34,15,1358.59,0,UPI,2023-06-27,4,Delivered,0,App,App,3.4,Yes,6,June,2023
TXN-20534,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-402,Kore Dumbbells,2,1433.34,2866.68,10,2580.01,0,COD,2023-07-06,7,Delivered,0,Website,Website,3.2,No,7,July,2023
TXN-05259,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Fashion,PRD-201,Cotton Kurta,3,753.03,2259.09,20,1807.27,0,UPI,2023-07-09,3,Delivered,0,Website,Website,3.5,No,7,July,2023
TXN-09617,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-101,boAt Earphones,1,987.27,987.27,20,789.82,49,Debit Card,2023-07-19,6,Cancelled,0,Facebook Ad,Mobile Web,,No,7,July,2023
TXN-12414,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-105,Noise Smartwatch,4,2776.59,11106.36,0,11106.36,0,UPI,2023-08-03,6,Delivered,0,App,App,2.1,No,8,August,2023
TXN-00079,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-404,Nivia Football,2,825.01,1650.02,0,1650.02,0,UPI,2023-08-16,3,Delivered,0,Mobile Web,Mobile Web,4.5,No,8,August,2023
TXN-13577,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-404,Nivia Football,2,825.01,1650.02,0,1650.02,0,UPI,2023-08-16,3,Delivered,0,Mobile Web,Mobile Web,4.5,No,8,August,2023
TXN-04913,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-404,Nivia Football,2,598.36,1196.72,0,1196.72,0,COD,2023-08-22,6,Delivered,0,App,App,2.2,Yes,8,August,2023
TXN-19385,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-404,Nivia Football,2,959.5,1919.0,0,1919.0,0,Credit Card,2023-08-28,4,Delivered,0,App,App,4.0,No,8,August,2023
TXN-09466,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-101,boAt Earphones,1,1211.69,1211.69,0,1211.69,0,Debit Card,2023-09-02,4,Delivered,0,Facebook Ad,Mobile Web,3.8,No,9,September,2023
TXN-00090,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-403,SG Cricket Bat,1,1515.5,1515.5,0,1515.5,0,COD,2023-09-19,5,Delivered,0,Google Search,Website,4.1,Yes,9,September,2023
TXN-04993,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-403,SG Cricket Bat,1,1515.5,1515.5,0,1515.5,0,COD,2023-09-19,5,Delivered,0,Google Search,Website,4.1,Yes,9,September,2023
TXN-12679,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-403,SG Cricket Bat,1,1403.93,1403.93,5,1333.73,0,Credit Card,2023-09-20,6,Returned,79,App,App,1.9,No,9,September,2023
TXN-02281,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-403,SG Cricket Bat,1,1056.78,1056.78,0,1056.78,0,COD,2023-09-23,5,Delivered,0,App,App,3.9,No,9,September,2023
TXN-08867,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-403,SG Cricket Bat,1,1056.78,1056.78,0,1056.78,0,COD,2023-09-23,5,Delivered,0,App,App,3.9,No,9,September,2023
TXN-13716,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-402,Kore Dumbbells,2,962.05,1924.1,5,1827.89,0,COD,2023-09-25,3,Delivered,0,Facebook Ad,Mobile Web,3.1,No,9,September,2023
TXN-15041,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-402,Kore Dumbbells,2,962.05,1924.1,5,1827.89,0,COD,2023-09-25,3,Delivered,0,Facebook Ad,Mobile Web,3.1,No,9,September,2023
TXN-10136,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Beauty,PRD-301,Lakme Lipstick,2,340.14,680.28,15,578.24,49,COD,2023-09-27,6,Delivered,0,Website,Website,3.9,No,9,September,2023
TXN-14546,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Beauty,PRD-301,Lakme Lipstick,2,340.14,680.28,15,578.24,49,COD,2023-09-27,6,Delivered,0,Website,Website,3.9,No,9,September,2023
TXN-16365,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-401,Kobo Yoga Mat,2,967.35,1934.7,0,1934.7,0,Debit Card,2023-09-27,7,Delivered,0,App,App,2.3,No,9,September,2023
TXN-10804,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-105,Noise Smartwatch,2,2851.73,5703.46,20,4562.77,0,COD,2023-09-28,3,Cancelled,0,Website,Website,,No,9,September,2023
TXN-11134,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Fashion,PRD-205,Lehenga Choli,4,2159.37,8637.48,20,6909.98,0,COD,2023-10-01,3,Delivered,0,App,App,3.9,No,10,October,2023
TXN-04644,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-105,Noise Smartwatch,2,2757.98,5515.96,20,4412.77,0,Debit Card,2023-10-16,3,Delivered,0,Friend Referral,App,4.6,No,10,October,2023
TXN-00810,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Fashion,PRD-201,Cotton Kurta,1,864.76,864.76,15,735.05,49,Wallet,2023-10-20,5,Cancelled,0,Mobile Web,Mobile Web,,No,10,October,2023
TXN-12527,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Fashion,PRD-203,Casual Jeans,3,916.75,2750.25,30,1925.17,0,Debit Card,2023-10-20,5,Delivered,0,App,App,3.4,No,10,October,2023
TXN-06985,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-401,Kobo Yoga Mat,1,836.62,836.62,30,585.63,49,Wallet,2023-10-23,3,Delivered,0,Mobile Web,Mobile Web,4.0,No,10,October,2023
TXN-09288,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-103,MI Power Bank,4,1019.95,4079.8,0,4079.8,0,COD,2023-10-25,3,Delivered,0,Website,Website,4.7,No,10,October,2023
TXN-07915,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-102,Realme Charger,1,487.83,487.83,20,390.26,49,UPI,2023-11-01,4,Returned,79,Website,Website,1.5,Yes,11,November,2023
TXN-10474,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-406,Strauss Resistance Band,1,463.7,463.7,0,463.7,49,COD,2023-11-01,4,Cancelled,0,App,App,,No,11,November,2023
TXN-14207,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Electronics,PRD-106,Zebronics Keyboard,1,824.33,824.33,20,659.46,49,UPI,2023-11-08,5,Delivered,0,Website,Website,3.0,No,11,November,2023
TXN-18679,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-404,Nivia Football,2,924.59,1849.18,30,1294.43,0,UPI,2023-11-10,5,Returned,79,App,App,2.5,Yes,11,November,2023
TXN-14200,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-402,Kore Dumbbells,2,885.54,1771.08,15,1505.42,0,Debit Card,2023-11-16,5,Delivered,0,Google Search,Website,3.4,No,11,November,2023
TXN-17581,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-402,Kore Dumbbells,2,885.54,1771.08,15,1505.42,0,Debit Card,2023-11-16,5,Delivered,0,Google Search,Website,3.4,No,11,November,2023
TXN-01881,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Fashion,PRD-202,Silk Saree,1,2661.0,2661.0,20,2128.8,0,UPI,2023-11-24,6,Delivered,0,App,App,2.9,No,11,November,2023
TXN-05292,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Sports,PRD-402,Kore Dumbbells,5,891.73,4458.65,30,3121.05,0,UPI,2023-11-25,7,Delivered,0,App,App,,Yes,11,November,2023
TXN-06874,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Beauty,PRD-301,Lakme Lipstick,1,392.84,392.84,25,294.63,49,Debit Card,2023-11-25,5,Delivered,0,Website,Website,3.1,Yes,11,November,2023
TXN-19715,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Beauty,PRD-307,Dove Shampoo,3,266.78,800.34,10,720.31,49,Debit Card,2023-12-08,5,Delivered,0,Website,Website,3.0,No,12,December,2023
TXN-09826,CUST-1067,Rajesh Dhakad,40,Male,Gwalior,Fashion,PRD-201,Cotton Kurta,4,859.97,3439.88,15,2923.9,0,COD,2023-12-30,4,Delivered,0,Website,Website,3.9,No,12,December,2023
TXN-03024,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-306,Garnier Sunscreen,3,437.62,1312.86,25,984.64,49,UPI,2023-01-05,5,Returned,79,Google Search,Website,1.7,Yes,1,January,2023
TXN-09061,CUST-1068,Divya Dubey,28,Female,Bhopal,Electronics,PRD-102,Realme Charger,1,473.97,473.97,5,450.27,49,UPI,2023-02-01,5,Delivered,0,App,App,4.2,No,2,February,2023
TXN-00969,CUST-1068,Divya Dubey,28,Female,Bhopal,Electronics,PRD-101,boAt Earphones,1,828.42,828.42,0,828.42,49,Credit Card,2023-02-06,2,Delivered,0,App,App,4.9,No,2,February,2023
TXN-09358,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-207,Sports Shoes,2,1192.7,2385.4,25,1789.05,0,COD,2023-02-16,4,Delivered,0,Mobile Web,Mobile Web,4.1,No,2,February,2023
TXN-12596,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-202,Silk Saree,3,2155.75,6467.25,0,6467.25,0,UPI,2023-02-18,4,Delivered,0,Facebook Ad,Mobile Web,4.4,No,2,February,2023
TXN-19795,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-204,Casual Shirt,2,734.97,1469.94,5,1396.44,0,Debit Card,2023-02-26,2,Delivered,0,App,App,5.0,No,2,February,2023
TXN-03200,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-301,Lakme Lipstick,3,522.32,1566.96,25,1175.22,0,UPI,2023-03-07,4,Delivered,0,App,App,3.0,No,3,March,2023
TXN-19478,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,1,623.12,623.12,0,623.12,49,Credit Card,2023-03-08,4,Cancelled,0,App,App,,No,3,March,2023
TXN-01812,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-203,Casual Jeans,1,818.89,818.89,5,777.95,49,UPI,2023-03-13,2,Delivered,0,App,App,4.0,No,3,March,2023
TXN-16879,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-301,Lakme Lipstick,1,413.25,413.25,5,392.59,49,Credit Card,2023-03-15,5,Delivered,0,App,App,3.4,No,3,March,2023
TXN-04259,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,2,770.39,1540.78,15,1309.66,0,UPI,2023-03-16,3,Delivered,0,Google Search,Website,3.9,No,3,March,2023
TXN-05808,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-303,Nivea Body Lotion,1,363.02,363.02,0,363.02,49,UPI,2023-03-27,4,Delivered,0,Facebook Ad,Mobile Web,4.6,No,3,March,2023
TXN-14892,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-302,Himalaya Face Wash,1,207.19,207.19,15,176.11,49,UPI,2023-04-02,5,Returned,79,Website,Website,1.8,No,4,April,2023
TXN-08883,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-302,Himalaya Face Wash,1,188.15,188.15,15,159.93,49,UPI,2023-04-07,3,Delivered,0,Instagram Ad,App,3.8,No,4,April,2023
TXN-09600,CUST-1068,Divya Dubey,28,Female,Bhopal,Sports,PRD-403,SG Cricket Bat,1,1498.57,1498.57,15,1273.78,0,COD,2023-04-08,4,Delivered,0,Website,Website,4.7,No,4,April,2023
TXN-10706,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-301,Lakme Lipstick,1,366.84,366.84,10,330.16,49,Credit Card,2023-04-08,5,Cancelled,0,App,App,,No,4,April,2023
TXN-18669,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-301,Lakme Lipstick,1,366.84,366.84,10,330.16,49,Credit Card,2023-04-08,5,Cancelled,0,App,App,,No,4,April,2023
TXN-13462,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-207,Sports Shoes,1,1494.45,1494.45,5,1419.73,0,UPI,2023-04-14,2,Delivered,0,Website,Website,4.5,No,4,April,2023
TXN-05630,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-302,Himalaya Face Wash,2,211.81,423.62,0,423.62,49,Debit Card,2023-04-15,2,Returned,79,Website,Website,2.5,Yes,4,April,2023
TXN-12683,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-302,Himalaya Face Wash,4,264.72,1058.88,25,794.16,49,Debit Card,2023-04-16,3,Delivered,0,App,App,3.7,No,4,April,2023
TXN-06415,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-304,Maybelline Foundation,2,705.02,1410.04,10,1269.04,0,Credit Card,2023-05-04,4,Returned,79,Website,Website,2.5,No,5,May,2023
TXN-01746,CUST-1068,Divya Dubey,28,Female,Bhopal,Electronics,PRD-103,MI Power Bank,2,1251.19,2502.38,15,2127.02,0,COD,2023-05-07,2,Delivered,0,Instagram Ad,App,4.1,No,5,May,2023
TXN-06641,CUST-1068,Divya Dubey,28,Female,Bhopal,Electronics,PRD-103,MI Power Bank,2,1251.19,2502.38,15,2127.02,0,COD,2023-05-07,2,Delivered,0,Instagram Ad,App,4.1,No,5,May,2023
TXN-01531,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-301,Lakme Lipstick,4,480.26,1921.04,15,1632.88,0,Debit Card,2023-05-09,2,Delivered,0,App,App,4.7,Yes,5,May,2023
TXN-18742,CUST-1068,Divya Dubey,28,Female,Bhopal,Electronics,PRD-101,boAt Earphones,3,1054.18,3162.54,10,2846.29,0,UPI,2023-05-22,3,Returned,79,Website,Website,1.0,No,5,May,2023
TXN-03952,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-203,Casual Jeans,5,1207.09,6035.45,5,5733.68,0,Credit Card,2023-05-29,3,Delivered,0,Mobile Web,Mobile Web,3.4,No,5,May,2023
TXN-06547,CUST-1068,Divya Dubey,28,Female,Bhopal,Electronics,PRD-101,boAt Earphones,2,956.55,1913.1,5,1817.44,0,UPI,2023-06-01,5,Returned,79,Mobile Web,Mobile Web,1.1,No,6,June,2023
TXN-08276,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-202,Silk Saree,4,2127.81,8511.24,15,7234.55,0,Wallet,2023-06-01,2,Delivered,0,Mobile Web,Mobile Web,,No,6,June,2023
TXN-15613,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-302,Himalaya Face Wash,1,293.75,293.75,10,264.38,49,UPI,2023-06-13,2,Returned,79,Website,Website,2.9,Yes,6,June,2023
TXN-07634,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,1,875.36,875.36,5,831.59,49,COD,2023-06-14,5,Returned,79,Mobile Web,Mobile Web,1.9,Yes,6,June,2023
TXN-12846,CUST-1068,Divya Dubey,28,Female,Bhopal,Electronics,PRD-103,MI Power Bank,1,1436.52,1436.52,10,1292.87,0,Credit Card,2023-06-15,5,Delivered,0,Website,Website,3.3,No,6,June,2023
TXN-06646,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-204,Casual Shirt,3,707.38,2122.14,10,1909.93,0,UPI,2023-06-16,3,Delivered,0,Website,Website,4.7,No,6,June,2023
TXN-11187,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-306,Garnier Sunscreen,2,308.69,617.38,15,524.77,49,UPI,2023-06-28,3,Delivered,0,App,App,4.8,No,6,June,2023
TXN-00325,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,1,712.2,712.2,0,712.2,49,Credit Card,2023-07-11,2,Cancelled,0,App,App,,No,7,July,2023
TXN-17400,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-307,Dove Shampoo,2,318.64,637.28,0,637.28,49,Debit Card,2023-07-18,5,Delivered,0,Instagram Ad,App,4.2,No,7,July,2023
TXN-10375,CUST-1068,Divya Dubey,28,Female,Bhopal,Electronics,PRD-105,Noise Smartwatch,4,2868.68,11474.72,10,10327.25,0,Debit Card,2023-07-22,3,Delivered,0,App,App,3.2,No,7,July,2023
TXN-01854,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-307,Dove Shampoo,1,329.19,329.19,5,312.73,49,UPI,2023-07-24,2,Cancelled,0,Mobile Web,Mobile Web,,No,7,July,2023
TXN-04830,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-307,Dove Shampoo,1,329.19,329.19,5,312.73,49,UPI,2023-07-24,2,Cancelled,0,Mobile Web,Mobile Web,,No,7,July,2023
TXN-08411,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-203,Casual Jeans,4,902.51,3610.04,0,3610.04,0,Debit Card,2023-07-25,2,Delivered,0,Friend Referral,App,4.5,No,7,July,2023
TXN-17819,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,2,731.85,1463.7,25,1097.78,0,UPI,2023-07-25,2,Returned,79,App,App,1.9,Yes,7,July,2023
TXN-10479,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-202,Silk Saree,4,1577.71,6310.84,10,5679.76,0,Debit Card,2023-07-26,3,Delivered,0,App,App,4.8,No,7,July,2023
TXN-17116,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-301,Lakme Lipstick,1,506.38,506.38,10,455.74,49,Wallet,2023-07-28,5,Delivered,0,Website,Website,3.9,No,7,July,2023
TXN-13845,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-204,Casual Shirt,2,500.0,1000.0,5,950.0,49,Credit Card,2023-07-30,3,Delivered,0,Website,Website,4.1,No,7,July,2023
TXN-06986,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-303,Nivea Body Lotion,2,285.01,570.02,25,427.51,49,Wallet,2023-08-19,4,Delivered,0,Website,Website,3.2,No,8,August,2023
TXN-02175,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,1,817.33,817.33,0,817.33,49,COD,2023-08-25,4,Delivered,0,Google Search,Website,3.2,No,8,August,2023
TXN-14124,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,4,781.48,3125.92,20,2500.74,0,UPI,2023-09-08,5,Returned,79,App,App,1.4,No,9,September,2023
TXN-17451,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-207,Sports Shoes,1,1633.16,1633.16,0,1633.16,0,UPI,2023-09-08,5,Delivered,0,Google Search,Website,3.3,No,9,September,2023
TXN-21147,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,4,781.48,3125.92,20,2500.74,0,UPI,2023-09-08,5,Returned,79,App,App,1.4,No,9,September,2023
TXN-03340,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,1,644.63,644.63,5,612.4,49,UPI,2023-09-12,2,Delivered,0,Google Search,Website,4.4,No,9,September,2023
TXN-12398,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-302,Himalaya Face Wash,2,188.01,376.02,30,263.21,49,UPI,2023-09-24,5,Delivered,0,Instagram Ad,App,3.5,No,9,September,2023
TXN-02707,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-203,Casual Jeans,1,1297.3,1297.3,5,1232.43,0,Credit Card,2023-09-25,4,Returned,79,Website,Website,1.9,No,9,September,2023
TXN-11128,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-302,Himalaya Face Wash,3,222.21,666.63,5,633.3,49,Credit Card,2023-09-25,4,Delivered,0,Website,Website,3.9,No,9,September,2023
TXN-17180,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-203,Casual Jeans,1,1297.3,1297.3,5,1232.43,0,Credit Card,2023-09-25,4,Returned,79,Website,Website,1.9,No,9,September,2023
TXN-04040,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-302,Himalaya Face Wash,4,196.12,784.48,0,784.48,49,UPI,2023-09-30,5,Delivered,0,Website,Website,4.1,Yes,9,September,2023
TXN-05623,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,1,977.65,977.65,15,831.0,49,COD,2023-10-06,4,Delivered,0,Instagram Ad,App,4.1,No,10,October,2023
TXN-01909,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-301,Lakme Lipstick,3,299.27,897.81,15,763.14,49,UPI,2023-10-21,2,Returned,79,Website,Website,1.7,Yes,10,October,2023
TXN-15084,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-301,Lakme Lipstick,5,417.1,2085.5,15,1772.67,0,Credit Card,2023-10-21,5,Delivered,0,Facebook Ad,Mobile Web,3.8,No,10,October,2023
TXN-20580,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,4,692.69,2770.76,15,2355.15,0,UPI,2023-10-24,4,Delivered,0,Website,Website,3.4,No,10,October,2023
TXN-20855,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-302,Himalaya Face Wash,1,298.36,298.36,15,253.61,49,UPI,2023-10-25,3,Returned,79,App,App,1.8,No,10,October,2023
TXN-00662,CUST-1068,Divya Dubey,28,Female,Bhopal,Electronics,PRD-101,boAt Earphones,4,911.25,3645.0,0,3645.0,0,Credit Card,2023-10-30,5,Delivered,0,Instagram Ad,App,4.7,No,10,October,2023
TXN-19529,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-301,Lakme Lipstick,3,394.38,1183.14,30,828.2,49,UPI,2023-11-07,4,Delivered,0,Mobile Web,Mobile Web,3.4,No,11,November,2023
TXN-09679,CUST-1068,Divya Dubey,28,Female,Bhopal,Electronics,PRD-103,MI Power Bank,1,1419.97,1419.97,10,1277.97,0,COD,2023-11-08,3,Delivered,0,Website,Website,3.5,No,11,November,2023
TXN-03274,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,2,568.76,1137.52,25,853.14,49,UPI,2023-11-14,2,Delivered,0,App,App,4.5,No,11,November,2023
TXN-14165,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-202,Silk Saree,2,2057.22,4114.44,15,3497.27,0,UPI,2023-11-16,2,Delivered,0,Instagram Ad,App,4.1,No,11,November,2023
TXN-15210,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-202,Silk Saree,2,2057.22,4114.44,15,3497.27,0,UPI,2023-11-16,2,Delivered,0,Instagram Ad,App,4.1,No,11,November,2023
TXN-15173,CUST-1068,Divya Dubey,28,Female,Bhopal,Beauty,PRD-307,Dove Shampoo,1,212.2,212.2,30,148.54,49,UPI,2023-11-25,2,Delivered,0,App,App,4.7,No,11,November,2023
TXN-18615,CUST-1068,Divya Dubey,28,Female,Bhopal,Fashion,PRD-201,Cotton Kurta,3,747.64,2242.92,30,1570.04,0,Credit Card,2023-11-25,5,Delivered,0,Mobile Web,Mobile Web,3.2,No,11,November,2023
TXN-02763,CUST-1068,Divya Dubey,28,Female,Bhopal,Sports,PRD-403,SG Cricket Bat,1,1476.34,1476.34,20,1181.07,0,UPI,2023-11-26,5,Returned,79,App,App,1.4,Yes,11,November,2023
